"Source","MergedBGC","SS_NoSpace","Edatopic","Special","Codes"
"BECv10","ICHmc2","ICHmc2/03","C5","",""
"BECv10","ICHmc2","ICHmc2/03","D4","",""
"BECv10","ICHmc2","ICHmc2/03","D5","",""
"BECv10","ICHmc2","ICHmc2/03","E4","",""
"BECv10","ICHmc2","ICHmc2/04","D5","",""
"BECv10","ICHmc2","ICHmc2/05","C6","",""
"BECv10","ICHmc2","ICHmc2/05","D6","",""
"BECv10","ICHmc2","ICHmc2/05","E6","",""
"BECv10","ICHmc2","ICHmc2/06","E6","",""
"BECv10","ICHmc2","ICHmc2/07","C6","",""
"BECv10","ICHmc2","ICHmc2/07","C7","",""
"BECv10","ICHmc2","ICHmc2/07","D6","",""
"BECv10","ICHmc2","ICHmc2/07","D7","",""
"BECv10","ICHmc2","ICHmc2/07","E6","",""
"BECv10","ICHmc2","ICHmc2/07","E7","",""
"BECv10","ICHmc2","ICHmc2/08","C7","",""
"BECv10","ICHmc2","ICHmc2/08","D7","",""
"BECv10","ICHmc2","ICHmc2/08","E7","",""
"BECv10","ICHmk1","ICHmk1/01","B3","",""
"BECv10","ICHmk1","ICHmk1/01","C3","",""
"BECv10","ICHmk1","ICHmk1/01","D3","",""
"BECv10","ICHmk1","ICHmk1/01","B4","",""
"BECv10","ICHmk1","ICHmk1/01","C4","",""
"BECv10","ICHmk1","ICHmk1/01","D4","",""
"BECv10","ICHmk1","ICHmk1/01","B5","",""
"BECv10","ICHmk1","ICHmk1/01","C5","",""
"BECv10","ICHmk1","ICHmk1/01","D5","",""
"BECv10","ICHmk1","ICHmk1/02","A0","",""
"BECv10","ICHmk1","ICHmk1/02","B0","",""
"BECv10","ICHmk1","ICHmk1/02","C0","",""
"BECv10","ICHmk1","ICHmk1/02","D0","",""
"BECv10","ICHmk1","ICHmk1/02","A1","",""
"BECv10","ICHmk1","ICHmk1/02","B1","",""
"BECv10","ICHmk1","ICHmk1/02","C1","",""
"BECv10","ICHmk1","ICHmk1/02","D1","",""
"BECv10","ICHmk1","ICHmk1/02","A2","",""
"BECv10","ICHmk1","ICHmk1/02","B2","",""
"BECv10","ICHmk1","ICHmk1/02","C2","",""
"BECv10","ICHmk1","ICHmk1/02","D2","",""
"BECv10","ICHmk1","ICHmk1/03","A2","",""
"BECv10","ICHmk1","ICHmk1/03","B2","",""
"BECv10","ICHmk1","ICHmk1/03","C2","",""
"BECv10","ICHmk1","ICHmk1/03","D2","",""
"BECv10","ICHmk1","ICHmk1/03","A3","",""
"BECv10","ICHmk1","ICHmk1/03","B3","",""
"BECv10","ICHmk1","ICHmk1/03","C3","",""
"BECv10","ICHmk1","ICHmk1/03","D3","",""
"BECv10","ICHmk1","ICHmk1/04","B3","",""
"BECv10","ICHmk1","ICHmk1/04","C3","",""
"BECv10","ICHmk1","ICHmk1/04","D3","",""
"BECv10","ICHmk1","ICHmk1/04","B4","",""
"BECv10","ICHmk1","ICHmk1/04","C4","",""
"BECv10","ICHmk1","ICHmk1/04","D4","",""
"BECv10","ICHmk1","ICHmk1/05","C4","",""
"BECv10","ICHmk1","ICHmk1/05","D4","",""
"BECv10","ICHmk1","ICHmk1/05","E4","",""
"BECv10","ICHmk1","ICHmk1/05","C5","",""
"BECv10","ICHmk1","ICHmk1/05","D5","",""
"BECv10","ICHmk1","ICHmk1/05","E5","",""
"BECv10","ICHmk1","ICHmk1/06","B5","",""
"BECv10","ICHmk1","ICHmk1/06","C5","",""
"BECv10","ICHmk1","ICHmk1/06","D5","",""
"BECv10","ICHmk1","ICHmk1/06","E5","",""
"BECv10","ICHmk1","ICHmk1/06","B6","",""
"BECv10","ICHmk1","ICHmk1/06","C6","",""
"BECv10","ICHmk1","ICHmk1/06","D6","",""
"BECv10","ICHmk1","ICHmk1/06","E6","",""
"BECv10","ICHmk1","ICHmk1/07","C6","",""
"BECv10","ICHmk1","ICHmk1/07","D6","",""
"BECv10","ICHmk1","ICHmk1/07","E6","",""
"BECv10","ICHmk1","ICHmk1/07","C7","",""
"BECv10","ICHmk1","ICHmk1/07","D7","",""
"BECv10","ICHmk1","ICHmk1/07","E7","",""
"BECv10","ICHmk1","ICHmk1/08","B7","",""
"BECv10","ICHmk1","ICHmk1/08","C7","",""
"BECv10","ICHmk1","ICHmk1/08","D7","",""
"BECv10","ICHmk1","ICHmk1/08","E7","",""
"BECv10","ICHmk2","ICHmk2/01","B2","",""
"BECv10","ICHmk2","ICHmk2/01","C2","",""
"BECv10","ICHmk2","ICHmk2/01","D2","",""
"BECv10","ICHmk2","ICHmk2/01","A3","",""
"BECv10","ICHmk2","ICHmk2/01","B3","",""
"BECv10","ICHmk2","ICHmk2/01","C3","",""
"BECv10","ICHmk2","ICHmk2/01","D3","",""
"BECv10","ICHmk2","ICHmk2/01","A4","",""
"BECv10","ICHmk2","ICHmk2/01","B4","",""
"BECv10","ICHmk2","ICHmk2/01","C4","",""
"BECv10","ICHmk2","ICHmk2/01","D4","",""
"BECv10","ICHmk2","ICHmk2/01","A5","",""
"BECv10","ICHmk2","ICHmk2/01","B5","",""
"BECv10","ICHmk2","ICHmk2/01","C5","",""
"BECv10","ICHmk2","ICHmk2/01","D5","",""
"BECv10","ICHmk2","ICHmk2/02","A0","",""
"BECv10","ICHmk2","ICHmk2/02","B0","",""
"BECv10","ICHmk2","ICHmk2/02","C0","",""
"BECv10","ICHmk2","ICHmk2/02","A1","",""
"BECv10","ICHmk2","ICHmk2/02","B1","",""
"BECv10","ICHmk2","ICHmk2/02","C1","",""
"BECv10","ICHmk2","ICHmk2/02","A2","",""
"BECv10","ICHmk2","ICHmk2/02","B2","",""
"BECv10","ICHmk2","ICHmk2/03","B1","",""
"BECv10","ICHmk2","ICHmk2/03","C1","",""
"BECv10","ICHmk2","ICHmk2/03","A2","",""
"BECv10","ICHmk2","ICHmk2/03","B2","",""
"BECv10","ICHmk2","ICHmk2/03","C2","",""
"BECv10","ICHmk2","ICHmk2/03","A3","",""
"BECv10","ICHmk2","ICHmk2/03","B3","",""
"BECv10","ICHmk2","ICHmk2/04","C2","",""
"BECv10","ICHmk2","ICHmk2/04","D2","",""
"BECv10","ICHmk2","ICHmk2/04","E2","",""
"BECv10","ICHmk2","ICHmk2/04","C3","",""
"BECv10","ICHmk2","ICHmk2/04","D3","",""
"BECv10","ICHmk2","ICHmk2/04","E3","",""
"BECv10","ICHmk2","ICHmk2/04","C4","",""
"BECv10","ICHmk2","ICHmk2/04","D4","",""
"BECv10","ICHmk2","ICHmk2/04","E4","",""
"BECv10","ICHmk2","ICHmk2/05","B4","",""
"BECv10","ICHmk2","ICHmk2/05","C4","",""
"BECv10","ICHmk2","ICHmk2/05","D4","",""
"BECv10","ICHmk2","ICHmk2/05","E4","",""
"BECv10","ICHmk2","ICHmk2/05","B5","",""
"BECv10","ICHmk2","ICHmk2/05","C5","",""
"BECv10","ICHmk2","ICHmk2/05","D5","",""
"BECv10","ICHmk2","ICHmk2/05","E5","",""
"BECv10","ICHmk2","ICHmk2/05","B6","",""
"BECv10","ICHmk2","ICHmk2/05","C6","",""
"BECv10","ICHmk2","ICHmk2/05","D6","",""
"BECv10","ICHmk2","ICHmk2/05","E6","",""
"BECv10","ICHmk2","ICHmk2/06","B6","",""
"BECv10","ICHmk2","ICHmk2/06","C6","",""
"BECv10","ICHmk2","ICHmk2/06","D6","",""
"BECv10","ICHmk2","ICHmk2/06","E6","",""
"BECv10","ICHmk2","ICHmk2/06","B7","",""
"BECv10","ICHmk2","ICHmk2/06","C7","",""
"BECv10","ICHmk2","ICHmk2/06","D7","",""
"BECv10","ICHmk2","ICHmk2/06","E7","",""
"BECv10","ICHmk3","ICHmk3/05","B5","Often cold air sites","CA"
"BECv10","ICHmk3","ICHmk3/01","B3","",""
"BECv10","ICHmk3","ICHmk3/01","B4","",""
"BECv10","ICHmk3","ICHmk3/01","C3","",""
"BECv10","ICHmk3","ICHmk3/01","C4","",""
"BECv10","ICHmk3","ICHmk3/01","D3","",""
"BECv10","ICHmk3","ICHmk3/01","D4","",""
"BECv10","ICHmk3","ICHmk3/02","B1","",""
"BECv10","ICHmk3","ICHmk3/02","B2","",""
"BECv10","ICHmk3","ICHmk3/02","C1","",""
"BECv10","ICHmk3","ICHmk3/02","C2","",""
"BECv10","ICHmk3","ICHmk3/02","D1","",""
"BECv10","ICHmk3","ICHmk3/02","D2","",""
"BECv10","ICHmk3","ICHmk3/03","B2","",""
"BECv10","ICHmk3","ICHmk3/03","B3","",""
"BECv10","ICHmk3","ICHmk3/03","C2","",""
"BECv10","ICHmk3","ICHmk3/03","C3","",""
"BECv10","ICHmk3","ICHmk3/03","D2","",""
"BECv10","ICHmk3","ICHmk3/03","D3","",""
"BECv10","ICHmk3","ICHmk3/04","C5","",""
"BECv10","ICHmk3","ICHmk3/04","D4","",""
"BECv10","ICHmk3","ICHmk3/04","D5","",""
"BECv10","ICHmk3","ICHmk3/05","C5","",""
"BECv10","ICHmk3","ICHmk3/05","D5","",""
"BECv10","ICHmk3","ICHmk3/06","D5","",""
"BECv10","ICHmk3","ICHmk3/06","D6","",""
"BECv10","ICHmk3","ICHmk3/06","E5","",""
"BECv10","ICHmk3","ICHmk3/06","E6","",""
"BECv10","ICHmk3","ICHmk3/07","B6","",""
"BECv10","ICHmk3","ICHmk3/07","C6","",""
"BECv10","ICHmk3","ICHmk3/07","D6","",""
"BECv10","ICHmk4","ICHmk4/101","B4","",""
"BECv10","ICHmk4","ICHmk4/101","C4","",""
"BECv10","ICHmk4","ICHmk4/101","D4","",""
"BECv10","ICHmk4","ICHmk4/102","B1","",""
"BECv10","ICHmk4","ICHmk4/102","C1","",""
"BECv10","ICHmk4","ICHmk4/102","D1","",""
"BECv10","ICHmk4","ICHmk4/102","B2","",""
"BECv10","ICHmk4","ICHmk4/102","C2","",""
"BECv10","ICHmk4","ICHmk4/103","D2","",""
"BECv10","ICHmk4","ICHmk4/103","B3","",""
"BECv10","ICHmk4","ICHmk4/103","C3","",""
"BECv10","ICHmk4","ICHmk4/103","D3","",""
"BECv10","ICHmk4","ICHmk4/110","D4","",""
"BECv10","ICHmk4","ICHmk4/110","C5","",""
"BECv10","ICHmk4","ICHmk4/110","D5","",""
"BECv10","ICHmk4","ICHmk4/111","C5","",""
"BECv10","ICHmk4","ICHmk4/111","D5","",""
"BECv10","ICHmk4","ICHmk4/111","E5","",""
"BECv10","ICHmk4","ICHmk4/112","E5","",""
"BECv10","ICHmk4","ICHmk4/112","C6","",""
"BECv10","ICHmk4","ICHmk4/112","D6","",""
"BECv10","ICHmk4","ICHmk4/112","E6","",""
"BECv10","ICHmm","ICHmm/01","B3","",""
"BECv10","ICHmm","ICHmm/01","B4","",""
"BECv10","ICHmm","ICHmm/01","C3","",""
"BECv10","ICHmm","ICHmm/01","C4","",""
"BECv10","ICHmm","ICHmm/02","A1","",""
"BECv10","ICHmm","ICHmm/02","B1","",""
"BECv10","ICHmm","ICHmm/03","B2","",""
"BECv10","ICHmm","ICHmm/03","B3","",""
"BECv10","ICHmm","ICHmm/04","B5","",""
"BECv10","ICHmm","ICHmm/04","C5","",""
"BECv10","ICHmm","ICHmm/04","D5","",""
"BECv10","ICHmm","ICHmm/05","B5","",""
"BECv10","ICHmm","ICHmm/05","B6","",""
"BECv10","ICHmm","ICHmm/05","C5","",""
"BECv10","ICHmm","ICHmm/05","C6","",""
"BECv10","ICHmm","ICHmm/05","D5","",""
"BECv10","ICHmm","ICHmm/05","D6","",""
"BECv10","ICHmm","ICHmm/06","D6","",""
"BECv10","ICHmm","ICHmm/06","E6","",""
"BECv10","ICHmm","ICHmm/07","A7","",""
"BECv10","ICHmm","ICHmm/07","B7","",""
"BECv10","ICHmm","ICHmm/08","B7","",""
"BECv10","ICHmm","ICHmm/08","C7","",""
"BECv10","ICHmw1","ICHmw1/01","B3","",""
"BECv10","ICHmw1","ICHmw1/01","C3","",""
"BECv10","ICHmw1","ICHmw1/01","D3","",""
"BECv10","ICHmw1","ICHmw1/01","E3","",""
"BECv10","ICHmw1","ICHmw1/01","B4","",""
"BECv10","ICHmw1","ICHmw1/01","C4","",""
"BECv10","ICHmw1","ICHmw1/01","D4","",""
"BECv10","ICHmw1","ICHmw1/01","E4","",""
"BECv10","ICHmw1","ICHmw1/02","C1","",""
"BECv10","ICHmw1","ICHmw1/02","D1","",""
"BECv10","ICHmw1","ICHmw1/02","E1","",""
"BECv10","ICHmw1","ICHmw1/02","C2","",""
"BECv10","ICHmw1","ICHmw1/02","D2","",""
"BECv10","ICHmw1","ICHmw1/02","E2","",""
"BECv10","ICHmw1","ICHmw1/03","B2","",""
"BECv10","ICHmw1","ICHmw1/03","C2","",""
"BECv10","ICHmw1","ICHmw1/03","B3","",""
"BECv10","ICHmw1","ICHmw1/03","C3","",""
"BECv10","ICHmw1","ICHmw1/04","C2","",""
"BECv10","ICHmw1","ICHmw1/04","D2","",""
"BECv10","ICHmw1","ICHmw1/04","E2","",""
"BECv10","ICHmw1","ICHmw1/04","C3","",""
"BECv10","ICHmw1","ICHmw1/04","D3","",""
"BECv10","ICHmw1","ICHmw1/04","E3","",""
"BECv10","ICHmw1","ICHmw1/05","B4","",""
"BECv10","ICHmw1","ICHmw1/05","C4","",""
"BECv10","ICHmw1","ICHmw1/05","D4","",""
"BECv10","ICHmw1","ICHmw1/05","B5","",""
"BECv10","ICHmw1","ICHmw1/05","C5","",""
"BECv10","ICHmw1","ICHmw1/05","D5","",""
"BECv10","ICHmw1","ICHmw1/06","D4","",""
"BECv10","ICHmw1","ICHmw1/06","E4","",""
"BECv10","ICHmw1","ICHmw1/06","D5","",""
"BECv10","ICHmw1","ICHmw1/06","E5","",""
"BECv10","ICHmw1","ICHmw1/07","D5","",""
"BECv10","ICHmw1","ICHmw1/07","E5","",""
"BECv10","ICHmw1","ICHmw1/07","C6","",""
"BECv10","ICHmw1","ICHmw1/07","D6","",""
"BECv10","ICHmw1","ICHmw1/07","E6","",""
"BECv10","ICHmw2","ICHmw2/101","C3","",""
"BECv10","ICHmw2","ICHmw2/101","B4","",""
"BECv10","ICHmw2","ICHmw2/101","C4","",""
"BECv10","ICHmw2","ICHmw2/101","D4","",""
"BECv10","ICHmw2","ICHmw2/102","A1","",""
"BECv10","ICHmw2","ICHmw2/102","B1","",""
"BECv10","ICHmw2","ICHmw2/102","C1","",""
"BECv10","ICHmw2","ICHmw2/102","A2","",""
"BECv10","ICHmw2","ICHmw2/103","C1","",""
"BECv10","ICHmw2","ICHmw2/103","B2","",""
"BECv10","ICHmw2","ICHmw2/103","C2","",""
"BECv10","ICHmw2","ICHmw2/104","C2","",""
"BECv10","ICHmw2","ICHmw2/104","B3","",""
"BECv10","ICHmw2","ICHmw2/104","C3","",""
"BECv10","ICHmw2","ICHmw2/110","D4","",""
"BECv10","ICHmw2","ICHmw2/110","C5","",""
"BECv10","ICHmw2","ICHmw2/110","D5","",""
"BECv10","ICHmw2","ICHmw2/111","D5","",""
"BECv10","ICHmw2","ICHmw2/111","E5","",""
"BECv10","ICHmw2","ICHmw2/111","C6","",""
"BECv10","ICHmw2","ICHmw2/111","D6","",""
"BECv10","ICHmw2","ICHmw2/111","E6","",""
"BECv10","ICHmw2","ICHmw2/112","D5","",""
"BECv10","ICHmw2","ICHmw2/112","E5","",""
"BECv10","ICHmw2","ICHmw2/112","C6","",""
"BECv10","ICHmw2","ICHmw2/112","D6","",""
"BECv10","ICHmw2","ICHmw2/112","E6","",""
"BECv10","ICHmw2","ICHmw2/113","C6","",""
"BECv10","ICHmw2","ICHmw2/113","D6","",""
"BECv10","ICHmw2","ICHmw2/113","C7","",""
"BECv10","ICHmw2","ICHmw2/113","D7","",""
"BECv10","ICHmw2","ICHmw2/114","D6","",""
"BECv10","ICHmw2","ICHmw2/114","E6","",""
"BECv10","ICHmw2","ICHmw2/114","D7","",""
"BECv10","ICHmw2","ICHmw2/114","E7","",""
"BECv10","ICHmw3","ICHmw3/07","B5","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","C5","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","C6","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","D5","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","D6","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","E5","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/07","E6","High and Medium fluvial bench (often)","Fm"
"BECv10","ICHmw3","ICHmw3/01","A4","",""
"BECv10","ICHmw3","ICHmw3/01","B4","",""
"BECv10","ICHmw3","ICHmw3/01","C4","",""
"BECv10","ICHmw3","ICHmw3/01","D4","",""
"BECv10","ICHmw3","ICHmw3/01","E4","",""
"BECv10","ICHmw3","ICHmw3/02","A0","",""
"BECv10","ICHmw3","ICHmw3/02","A1","",""
"BECv10","ICHmw3","ICHmw3/02","A2","",""
"BECv10","ICHmw3","ICHmw3/02","B0","",""
"BECv10","ICHmw3","ICHmw3/02","B1","",""
"BECv10","ICHmw3","ICHmw3/02","B2","",""
"BECv10","ICHmw3","ICHmw3/02","C0","",""
"BECv10","ICHmw3","ICHmw3/02","C1","",""
"BECv10","ICHmw3","ICHmw3/03","B1","",""
"BECv10","ICHmw3","ICHmw3/03","B2","",""
"BECv10","ICHmw3","ICHmw3/03","B3","",""
"BECv10","ICHmw3","ICHmw3/03","C1","",""
"BECv10","ICHmw3","ICHmw3/03","C2","",""
"BECv10","ICHmw3","ICHmw3/03","C3","",""
"BECv10","ICHmw3","ICHmw3/03","D1","",""
"BECv10","ICHmw3","ICHmw3/03","D2","",""
"BECv10","ICHmw3","ICHmw3/03","D3","",""
"BECv10","ICHmw3","ICHmw3/03","E1","",""
"BECv10","ICHmw3","ICHmw3/03","E2","",""
"BECv10","ICHmw3","ICHmw3/03","E3","",""
"BECv10","ICHmw3","ICHmw3/04","A2","",""
"BECv10","ICHmw3","ICHmw3/04","A3","",""
"BECv10","ICHmw3","ICHmw3/04","A4","",""
"BECv10","ICHmw3","ICHmw3/04","B2","",""
"BECv10","ICHmw3","ICHmw3/04","B3","",""
"BECv10","ICHmw3","ICHmw3/04","B4","",""
"BECv10","ICHmw3","ICHmw3/04","C2","",""
"BECv10","ICHmw3","ICHmw3/04","C3","",""
"BECv10","ICHmw3","ICHmw3/04","C4","",""
"BECv10","ICHmw3","ICHmw3/05","B2","",""
"BECv10","ICHmw3","ICHmw3/05","B3","",""
"BECv10","ICHmw3","ICHmw3/05","B4","",""
"BECv10","ICHmw3","ICHmw3/05","C2","",""
"BECv10","ICHmw3","ICHmw3/05","C3","",""
"BECv10","ICHmw3","ICHmw3/05","C4","",""
"BECv10","ICHmw3","ICHmw3/05","D2","",""
"BECv10","ICHmw3","ICHmw3/05","D3","",""
"BECv10","ICHmw3","ICHmw3/05","D4","",""
"BECv10","ICHmw3","ICHmw3/05","E2","",""
"BECv10","ICHmw3","ICHmw3/05","E3","",""
"BECv10","ICHmw3","ICHmw3/05","E4","",""
"BECv10","ICHmw3","ICHmw3/06","B4","",""
"BECv10","ICHmw3","ICHmw3/06","B5","",""
"BECv10","ICHmw3","ICHmw3/06","C4","",""
"BECv10","ICHmw3","ICHmw3/06","C5","",""
"BECv10","ICHmw3","ICHmw3/06","D4","",""
"BECv10","ICHmw3","ICHmw3/06","D5","",""
"BECv10","ICHmw3","ICHmw3/06","E4","",""
"BECv10","ICHmw3","ICHmw3/06","E5","",""
"BECv10","ICHmw3","ICHmw3/08","B5","",""
"BECv10","ICHmw3","ICHmw3/08","B6","",""
"BECv10","ICHmw3","ICHmw3/08","C5","",""
"BECv10","ICHmw3","ICHmw3/08","C6","",""
"BECv10","ICHmw3","ICHmw3/08","D6","",""
"BECv10","ICHmw3","ICHmw3/08","E6","",""
"BECv10","ICHmw3","ICHmw3/09","A6","",""
"BECv10","ICHmw3","ICHmw3/09","B6","",""
"BECv10","ICHmw3","ICHmw3/09","C6","",""
"BECv10","ICHmw3","ICHmw3/09","D6","",""
"BECv10","ICHmw3","ICHmw3/09","A7","",""
"BECv10","ICHmw3","ICHmw3/09","B7","",""
"BECv10","ICHmw3","ICHmw3/09","C7","",""
"BECv10","ICHmw3","ICHmw3/09","D7","",""
"BECv10","ICHmw4","ICHmw4/101","C3","",""
"BECv10","ICHmw4","ICHmw4/101","D3","",""
"BECv10","ICHmw4","ICHmw4/101","B4","",""
"BECv10","ICHmw4","ICHmw4/101","C4","",""
"BECv10","ICHmw4","ICHmw4/101","D4","",""
"BECv10","ICHmw4","ICHmw4/102","A1","",""
"BECv10","ICHmw4","ICHmw4/102","B1","",""
"BECv10","ICHmw4","ICHmw4/102","A2","",""
"BECv10","ICHmw4","ICHmw4/103","A2","",""
"BECv10","ICHmw4","ICHmw4/103","B2","",""
"BECv10","ICHmw4","ICHmw4/103","C2","",""
"BECv10","ICHmw4","ICHmw4/104","C2","",""
"BECv10","ICHmw4","ICHmw4/104","B3","",""
"BECv10","ICHmw4","ICHmw4/104","C3","",""
"BECv10","ICHmw4","ICHmw4/104","D3","",""
"BECv10","ICHmw4","ICHmw4/110","D4","",""
"BECv10","ICHmw4","ICHmw4/110","C5","",""
"BECv10","ICHmw4","ICHmw4/110","D5","",""
"BECv10","ICHmw4","ICHmw4/111","D4","",""
"BECv10","ICHmw4","ICHmw4/111","C5","",""
"BECv10","ICHmw4","ICHmw4/111","D5","",""
"BECv10","ICHmw4","ICHmw4/112","C5","",""
"BECv10","ICHmw4","ICHmw4/112","D5","",""
"BECv10","ICHmw4","ICHmw4/112","C6","",""
"BECv10","ICHmw4","ICHmw4/112","D6","",""
"BECv10","ICHmw4","ICHmw4/113","C5","",""
"BECv10","ICHmw4","ICHmw4/113","D5","",""
"BECv10","ICHmw4","ICHmw4/113","C6","",""
"BECv10","ICHmw4","ICHmw4/113","D6","",""
"BECv10","ICHmw4","ICHmw4/114","C6","",""
"BECv10","ICHmw4","ICHmw4/114","D6","",""
"BECv10","ICHmw4","ICHmw4/114","E6","",""
"BECv10","ICHmw4","ICHmw4/114","C7","",""
"BECv10","ICHmw4","ICHmw4/114","D7","",""
"BECv10","ICHmw4","ICHmw4/114","E7","",""
"BECv10","ICHmw5","ICHmw5/101","B4","",""
"BECv10","ICHmw5","ICHmw5/101","C4","",""
"BECv10","ICHmw5","ICHmw5/101","D4","",""
"BECv10","ICHmw5","ICHmw5/102","A1","",""
"BECv10","ICHmw5","ICHmw5/102","B1","",""
"BECv10","ICHmw5","ICHmw5/102","C1","",""
"BECv10","ICHmw5","ICHmw5/102","A2","",""
"BECv10","ICHmw5","ICHmw5/102","B2","",""
"BECv10","ICHmw5","ICHmw5/103","B2","",""
"BECv10","ICHmw5","ICHmw5/103","C2","",""
"BECv10","ICHmw5","ICHmw5/104","C2","",""
"BECv10","ICHmw5","ICHmw5/104","B3","",""
"BECv10","ICHmw5","ICHmw5/104","C3","",""
"BECv10","ICHmw5","ICHmw5/110","D4","",""
"BECv10","ICHmw5","ICHmw5/110","C5","",""
"BECv10","ICHmw5","ICHmw5/110","D5","",""
"BECv10","ICHmw5","ICHmw5/111","C5","",""
"BECv10","ICHmw5","ICHmw5/111","D5","",""
"BECv10","ICHmw5","ICHmw5/111","C6","",""
"BECv10","ICHmw5","ICHmw5/111","D6","",""
"BECv10","ICHmw5","ICHmw5/112","C5","",""
"BECv10","ICHmw5","ICHmw5/112","D5","",""
"BECv10","ICHmw5","ICHmw5/112","C6","",""
"BECv10","ICHmw5","ICHmw5/112","D6","",""
"BECv10","ICHmw5","ICHmw5/113","D6","",""
"BECv10","ICHmw5","ICHmw5/113","E6","",""
"USAv1","ICHmwy","ICHmwy/101","B3","",""
"USAv1","ICHmwy","ICHmwy/101","B4","",""
"USAv1","ICHmwy","ICHmwy/101","C3","",""
"USAv1","ICHmwy","ICHmwy/101","C4","",""
"USAv1","ICHmwy","ICHmwy/101","D3","",""
"USAv1","ICHmwy","ICHmwy/101","D4","",""
"USAv1","ICHmwy","ICHmwy/102","A1","",""
"USAv1","ICHmwy","ICHmwy/102","B1","",""
"USAv1","ICHmwy","ICHmwy/102","C1","",""
"USAv1","ICHmwy","ICHmwy/102","D1","",""
"USAv1","ICHmwy","ICHmwy/103","A2","",""
"USAv1","ICHmwy","ICHmwy/103","B2","",""
"USAv1","ICHmwy","ICHmwy/103","C2","",""
"USAv1","ICHmwy","ICHmwy/103","D2","",""
"USAv1","ICHmwy","ICHmwy/110","B5","",""
"USAv1","ICHmwy","ICHmwy/110","C5","",""
"USAv1","ICHmwy","ICHmwy/110","D5","",""
"USAv1","ICHmwy","ICHmwy/110","E5","",""
"USAv1","ICHmwy","ICHmwy/111","B6","",""
"USAv1","ICHmwy","ICHmwy/111","C6","",""
"USAv1","ICHmwy","ICHmwy/111","D6","",""
"USAv1","ICHmwy","ICHmwy/111","E6","",""
"USAv1","ICHmwz","ICHmwz/101","B3","",""
"USAv1","ICHmwz","ICHmwz/101","B4","",""
"USAv1","ICHmwz","ICHmwz/101","C3","",""
"USAv1","ICHmwz","ICHmwz/101","C4","",""
"USAv1","ICHmwz","ICHmwz/101","D3","",""
"USAv1","ICHmwz","ICHmwz/101","D4","",""
"USAv1","ICHmwz","ICHmwz/102","A1","",""
"USAv1","ICHmwz","ICHmwz/102","B1","",""
"USAv1","ICHmwz","ICHmwz/102","C1","",""
"USAv1","ICHmwz","ICHmwz/102","D1","",""
"USAv1","ICHmwz","ICHmwz/103","A2","",""
"USAv1","ICHmwz","ICHmwz/103","B2","",""
"USAv1","ICHmwz","ICHmwz/103","C2","",""
"USAv1","ICHmwz","ICHmwz/103","D2","",""
"USAv1","ICHmwz","ICHmwz/110","B5","",""
"USAv1","ICHmwz","ICHmwz/110","C5","",""
"USAv1","ICHmwz","ICHmwz/110","D5","",""
"USAv1","ICHmwz","ICHmwz/110","E5","",""
"USAv1","ICHmwz","ICHmwz/111","B6","",""
"USAv1","ICHmwz","ICHmwz/111","C6","",""
"USAv1","ICHmwz","ICHmwz/111","D6","",""
"USAv1","ICHmwz","ICHmwz/111","E6","",""
"BECv10","ICHvc","ICHvc/04","D6","High fluvial bench","Fh"
"BECv10","ICHvc","ICHvc/04","E4","High fluvial bench","Fh"
"BECv10","ICHvc","ICHvc/04","E5","High fluvial bench","Fh"
"BECv10","ICHvc","ICHvc/04","E6","High fluvial bench","Fh"
"BECv10","ICHvc","ICHvc/05","D6","Medium fluvial bench","Fm"
"BECv10","ICHvc","ICHvc/05","E4","Medium fluvial bench","Fm"
"BECv10","ICHvc","ICHvc/05","E5","Medium fluvial bench","Fm"
"BECv10","ICHvc","ICHvc/05","E6","Medium fluvial bench","Fm"
"BECv10","ICHvc","ICHvc/01","B4","",""
"BECv10","ICHvc","ICHvc/01","B5","",""
"BECv10","ICHvc","ICHvc/01","C4","",""
"BECv10","ICHvc","ICHvc/01","C5","",""
"BECv10","ICHvc","ICHvc/01","D4","",""
"BECv10","ICHvc","ICHvc/02","A1","",""
"BECv10","ICHvc","ICHvc/02","A2","",""
"BECv10","ICHvc","ICHvc/02","A3","",""
"BECv10","ICHvc","ICHvc/02","A4","",""
"BECv10","ICHvc","ICHvc/02","B1","",""
"BECv10","ICHvc","ICHvc/02","B2","",""
"BECv10","ICHvc","ICHvc/02","B3","",""
"BECv10","ICHvc","ICHvc/02","C1","",""
"BECv10","ICHvc","ICHvc/02","C2","",""
"BECv10","ICHvc","ICHvc/02","C3","",""
"BECv10","ICHvc","ICHvc/03","C5","",""
"BECv10","ICHvc","ICHvc/03","D4","",""
"BECv10","ICHvc","ICHvc/03","D5","",""
"BECv10","ICHvc","ICHvc/03","E4","",""
"BECv10","ICHvc","ICHvc/03","E5","",""
